review,Label
doctor bazigh was average,Neutral
They didn’t accept the appointment.They ask us to take appointment personally from the hospital as they won’t accept the appointment details booked from somewhere else!!!,Negative
" Doctor Shahnawaz is such a professional and treat their patients in a nice manner, listen to the issue first and then check thoroughly and then advise treatment or medication if needed. I am more than satisfied and Happy to visit him. ",positive
Unexperienced Doctor who have no good dealing attitude for patients. Extremely not recommend.,Negative
Doctor shb were on time. doctor shb consulted all problems with me in perfect way. He listen to my all problems and consult me good medecine.,positive
" I've never ever experienced such unprofessional Doctor in my life...
Disappointed a lot!!!",negative
Bekar doctor,Negative
humara visit bs ok tha.,Neutral
Excellent,Positive
It was good experience,Positive
Waiting for dr visit time as I already booked an appointment.,Negative
First time visit it was a good experience,Positive
" Very bad experience to talk with Dr Jai
Thank you Dr sb",Negative
Very good Doctor,Positive
I was not satsfied,Negative
Online medicines order krna ka maqsad yea tha ka asani sa medicines ghar ajaye magr zaida zaleel hona para,Negative
" there were a couple of issues. First, although we were first and had an appointment, all patients who came after us got checked up earlier and we had to wait extra. Secondly, there is no echo facility available in clinic. ",Negative
Very nice and decent doctor. He gave full attention and listened carefully with all relevant details required. Would highly recommend!! Consult him don't get scammed by Google..,positive
Disappointing situation,Negative
I can not visit to this doctor,Negative
" The doctor took the video call from what appeared to be the airport, it was difficult to hear him over the background noise.This is highly unprofessional especially since he’s dealing with vulnerable patients. His manner was also very abrupt.",Negative
He is not a good psychatarist,Negative
Staff was good with us but doctor was not good.,Neutral
Great Doctor,Positive
I am highly recommend Dr Mian Sarfarz  as he is the best paediatric Specialist among all.He is one who take proper history and check up time also discuss in professional way.He also guide patient attendant in professional manner.,Positive
doctor bilal was just average.,Neutral
The doctor was.not.available,Negative
It was a very satisfying visit .Me and my wife even didn't felt that we are discussing with a doctor. She treated us like an elder sister would. Amazed and wishing her great health and success in life,Positive
1 ganta ka bad be doctor sab nahi aye,Negative
Horrible service,Negative
Doctor was not in hospital in time from 4pm  to 5pm. Misguided me,negative
It was an amazing experience. She knows very well how to satisfy the patient and treat well,positive
Very Humble Person and a very good doctor,positive
Her behavior was outstanding  she was very much cooperative and soft spoken I m satisfied with her treatment,positive
Maroof hospital not recognizing oladoc.Later after calling they accepted but had to wait 45 mins for checkup,Negative
Best experience,positive
Very good experience,Positive
Not satisfied dr checkup cant listen my problems,Negative
She is amazing. I had chronic acne and she fixed it. Thanks ashba mam,Positive
Doctor Maria is nice and empathetic. Listens carefully and explain everything.,Positive
staff did not cooperated with us but doctor was highly experienced.,Neutral
Ma sha allah. Dr .HUssain is a great Dr. I am satisfied. Last two days pehle check up karwaya. Bohat acha visit raha. Mussarat saleem,positive
Best doctor,Positive
it was average experience with doctor ahsan,Neutral
Nice experience,Positive
He is been helping a lot... I am very satisfied,Positive
Staff behaviour was not as much satisfactory.,Negative
Excellent guidance,Positive
" She's so kind..and listen everything politely 
Recommend ",Positive
he was just a normal doctor. Average experience,Neutral
I'm fully satisfied AlhumdulliAllah,Positive
" He was driving and seems in a hurry, so not satisfied",negative
Somebody sane and rational talking to you-allowing you time to express.Recommended,Positive
It was quick and good,Positive
Order medicines were good.,Positive
Doctor Gohar was great but his staff did not answered my calls.,Neutral
He understands the value of human's health and life..,Positive
Doctor was not at the premises,Negative
doctor mariyam was ok dr.,Neutral
We have met doctor personally as well. He is attentive and considerate,Positive
" She gave me the wrong medicine Loprin, which isn't recommended in Pregnancy. ",negative
oladoc is fake,Negative
Great Experience,positive
Wo is app ko nahi manty fees apni marzi se li hai,Negative
" Aoa  i had an appointment with Dr umer ..He mskes his patients so comfortable , listens each and eveything then he diagnose the issue and explain it you very well the treatment procedure. I am very satisfied with my experience. Thankyou Dr sahb
 
",Positive
Satisfied but didn’t meet with dr samreena just guided by an assistant..,Negative
" Doctor was in a hurry, did not check up properly and seemed least interested in patient's issue.",negative
behavior was good,positive
Not cool and good,Negative
Whenever I call him he talks rudely. I hate him.,Negative
"Not understanding what I was saying and not looking to help me solve my questions and issues.
",Negative
I'm satisfied,Positive
Extremely professional staff. RECOMMENDED,positive
" Very unprofessional…. She was not available at given time. 

",Negative
" Dr. Saba is very experienced, detail conversation with patient, good understanding of patient condition, always recommended",Positive
My problem was not solved. Please make my contact with the doctor again,Negative
Very good experience. Dr. Bakht always see with full attention,positive
Nobody send me the address,Negative
SATISFIED,Positive
Great doctor and humble person.,Positive
I am much satisfied with Doctor checkup,positive
" Doctor advised me to do some lab test after consultation and didn't advice any medicine, when I send lab results through WhatsApp he asked to get an another consultanion on OLADAC. Doctor at least must prescribe medicine once after consultation.",Negative
It's test app .,positive
" Address of Faisalabad specialist clinic hidden from road view, please mentioned idc for help.",Negative
oladoc should improve,Negative
Staff was not cooperative but doctor was much humble and expert.,Neutral
Doctor never came online,Negative
Expert Doctor,positive
Recommend cheap medicines and which were also effective,positive
" The area was super crowded and we had to wait there standing for about 30 minutes. Other than that, the experience was good.
",Neutral
" Unfortunately, the doctor went with the wrong diagnosis despite clear-cut case and thus expensive and highly controversial treatment didn't prove useful. I had to see another doctor a few days later.",Negative
Call couldn't attend because Dr was busy....,Negative
Overall a great experience,Positive
" Clinic environment and doctor behaviour is not satisfactory , 
",Negative
She keeps on waiting to provide food plan,Neutral
"Your app booked my appointment to Dr Januja But He Was Just few Minutes Listen My Issues, But he Could'nt motivate Me For This problems Just Wrote Some tablets And very Fast for Going. Hospital charged 5000 Rupees App Told us 3500.",Negative
Staff is very rude although doctor is nice.,Neutral
" Amazing.. fully satisfied
",Positive
Fully satisfied with consultation.,Positive
I booked appointment but mamji staff said that there is no any appointment booked by oladoc and the fees they charged 1150,Negative
I hope there's a chat option or an option to change the patient detail for prescription and medication. However the doctor is not very helpful himself,Negative
normal experience tha doctor qasim ka saath,Neutral
staff and doctor is ok,Neutral
" Such an experienced, humble and patient doctor in the city. He treats for the treatments not for the lies. I recommend everyone who have ENT problems, must visit and consult him. ",Positive
Why would someone see this shitty doctor,Negative
Doctor was good but their pharmacy is quite expensive than others.,Neutral
"  Only for removal of one tooth each for my 10y old daughter and myself, I have to pay a healthy amount that is 10000 that is huge amount for a middle class family ...",Negative
His staff and doctor is ok,Neutral
Great!,Positive
Way too many medicines were suggested. Now will be seeing another doctor for advice.,Negative
Very nice,Positive
Dealing with patients is really good,positive
I felt he care more about money then the patient.,negative
"Everything was perfect observations , equipment, doctor behaviour…never seen such a perfect clinic… Truly appreciate 
",Positive
"Doctor was Sophisticated. However, Clinical Staff was non professional.  AC was not properly Working in hall area. ",Negative
She is so humble and understanding. I liked the way she listen you very carefully and patiently,Positive
He don’t know how to treat with patients very rude doctor,Negative
Farig doctor not know how to talk,negative
One of the best,positive
I am not satisfied with the doctor because I felt that i was talking to a nurse not a professional doctor..,Negative
Mera experience ok raha,Neutral
" The doctor refused to give 20%, mentioned and committed discount.",Negative
He has recomended me medicines that will only be available at his clinic which is in multan. Now please tell me how can I go to purchase them from multan as I am residing in Lahore. Moreover he did not bother detailed interview..,Negative
Overall satisfactory. One of the best doctor in Multan.,Positive
Humara visit just ok tha.,Neutral
staff acha nhe tha but doctor was good.,Neutral
He was so nice He listened me very carefully and give proper time for diagnose my disease,Positive
" I haven’t recieved my diet plan in written form

",Negative
Very nice experience.Dr.Alia listened my history in detail and counselled in detail.,Positive
Sab kuch fine nahi tha,Negative
Bekaar doctor.,Negative
Previously at Jail Road ultrasound a month ago was clear the doctor was inexperienced there but this one at khokar chowk dr qurat ul ain was decent and quite experienced she told me exact problem and guided well,Neutral
There is no doctor at the clinic . Just wasted my time .,Negative
Good,Positive
" I visited mam uzma personally at clinic.Experience was below my expectation
",Negative
Very rude doctor,Negative
Not satisfied,Negative
She is a nice Doctor,positive
They not do OPG xrays then why they advertise that they do OPG Xays very poor,Negative
" Best experience,nice talking,",Positive
doctor is just ok.,Neutral
" Excellent doctor, tremendous staff",positive
Satisfied good experience,positive
doctor faheem was ok doctor.,Neutral
" We visited Advanced Diagnostic Hospital isb, and waited there but Dr Imran khan was not present there, even we rescheduled our time from 3 to 5 pm, still staff was saying Dr is not there, very disappointed. ",Negative
" The doctor was highly experienced and it showed by his elegance and age. He gave us ample time and listened to our concerns. Was patient, polite and fatherly. Excellent experience. Highly recommended. ",positive
The doctor knows how to make the child as well as the mother understand what the diagnosis and causes of the problem are. God bless him. Look no further!,Positive
doctor javed was just average.,Neutral
Doctor could not visit due to some personal issues.,Negative
" Dr was forced by the hospital Operations to see the patients as fast as possible and hospital staff was even behaving and pushing the Dr during their consultation and interruptting in between,so shameful and unethical. 
",Negative
Very nice and care full doctor,Positive
Well diagnosed,Positive
Very caring and cooperative person,Positive
I was late but after 1.5 hours the PA not fix my appointment very rude doctor,Negative
Overall satisfied,positive
Very polite and helpful. It was great.,Positive
Over all very satisfied and the environment is so clean,positive
Good behavior and very sincer to patient,Positive
Overall experience was good but waited for our turn around above 1 hr although we have already taken appointment as per Dr schedule,neutral
" Best experience, friendly behaviour. I am satisfied.",Positive
Jaha bhe refer kiya inho na To Wahan Wahan Bas Paisa Banane Ki Batain lakin Logon Ne koi Relief nai Koi Treatment Se Farq Nai Hoa.Experienced Bht Hain Doctor Behavior B Acha Hay Lekin Aagy ,Neutral
" An amazing doctor, I am satisfied with the diagnosis and medication given",Positive
agar parents bachon ko saath lain or unn k pass chorne k liye koi na ho to Dr se Milne dyna chahiye ander,Negative
" It was great experienced,she is very kind and helpful,May Allah bless her

",Positive
He listens to us very carefully. He was diagnosed very well and he set the right expectations. Very nice and humble doctor. I will recommend it to everyone,Positive
Experience was nice and I must recommend this doctor.,Positive
MashAllah good experience.. A well nature doctor. Listen me very carefully,Positive
Very humble doctor...overall experience was great,positive
" I guess doctor had managed to get fake positive reviews on her profile. 
She is checking patient in one room of her house. No clinic/center as mentioned on Oladoc.
Moreover, she was not professional. All fake. Worst ever psychologist",Negative
Good experience,Positive
doctor ne kafi bdtameezi ki par staff acha tha,Neutral
Doctor is one of the professional doctors but staff is very insulting and rude.,Neutral
" wonderful experience ,such a humble personality ....",positive
I search doctors from 2 months but didn’t find and not available from a long time,positive
Highly experienced staff but doctor was in hurry did not check properly.,Neutral
Very hard working women masha ALLAH keep it up,Positive
Amazing doctor. Loved the explanation. Listened and questened me very well.,Positive
Pathetic poor experience,Negative
" We visit this doctor due to his 30+year experience,but he is very non serious and non professional doctor and his staff also.
This doctor registered himself on this app but not own the appointment which booked through it and said you complain this app",Negative
Doctor took the time to properly understand and then explain everything very nicely. Excellent experience.,positive
" Oladoc video was not working at the time. After waiting and making calls finally we got in touch with Doctor after an hour

",Negative
Very humble  and down to earth person.we are satisfied.,Positive
She charged expensive creams which were only available at her clinic,negative
He give me same medicine as he gave earlier,Negative
Very kind person,positive
I was not happy with the staff's bad behaviour,Negative
Had great experience being first timer with Dr Farrukh .He is a very humble and friendly doctor. The environment is clean and calm. Staff is professional and helpful.,positive
" Good Doctor ,highly  Recommended ",positive
Wonderfull,Positive
Balance tha experience aur attitude ka,Neutral
Doctor charge 1300 complete fee not 1100 on app base,Negative
I was not properly took care of,Negative
100% Satisfied Very Experience Doctor,Positive
He gives medicine difficult to find but they are good. He treated my hairfall problem and his recommended medicine worked for me.. within 2 months i get my hairs back Alhmdulilah.. so I suggest my brother to visit him also.,positive
Very cooperative. She listens to ur concerns and explains the treatment well. Highly recommended. Worth paying the fee,Positive
I got my bleaching and laser filling done by dental square clinic and the results were amazing. The doctor was highly competent and  professional. The staff was very supportive and cooperative. They were all ears for all of my concerns. The cleanline,Positive
Great interaction,Positive
Staff was so cooperative but the doctor was in hurry.,Neutral
Its my first visit so i will coment after my treatment but Dr is good now i have to see his advice about mades and excercise,Positive
Last time I visited Dr. Hospital then Dr informed me you can avail 20% through app,Neutral
Attended nicely,Positive
" Highly recommended for wait loss
",positive
Paid fee of doctor but that doctor did not check us. He referred us to another doctor  but he charged us his fee,Negative
Doctor did not have good internet connection. so i was not able to clarify my point to dr,Negative
It went so well. Best thing is she is a good listener which a patient is looking for.,Positive
"waqt 1 hour se zaida 
Waqat ki pabandi honi chayie",Negative
M satisfied with doctor treatment..,Positive
" Recommended.
",Positive
staff must be trained although doctor was nice.,Neutral
Nice doctor and very polite and detailed discussion,Positive
" He is not an experienced doctor,dont know how to treat patient without taking any test he just give a painkiller injection  and done with his job.",negative
Absolutely amazing service and amazing doctor.  Dr Sadia Ahmad is a very helpful and supportive doctor. I really appreciate and recommend her. My whole experience with Oladoc is very good and I'm very happy. Thank you,Positive
He should not be called a doctor,Negative
Hi Sir... i am highly disappointed as i paid 3 thousand for this consultation and didnt even get a chance to speak to you... please can we have another session.,Negative
He a promising Young Doctor who listens to his patients very carefully and prescribes the Medicine according to condition..,Positive
Satisfactory overall,positive
doctor fakhar was good but his staff is not professional.,Neutral
Doctor is nice personality kind and soft,positive
" The doctor was nice enough to make me comfortable.i also realised that I am in safe hands.the approach of Dr was not commercial  at all
",Positive
This is a fraud doctor please stay away from this so called doctor he is a money maker he prescribed me local medicines costing 13k and charged me 5000 for k-kort injection which is available in market in 67 rupees i made a mistake that I visited him,Negative
She listened to my problem calmly and gave honest advices...thanks,Positive
Listen to all problems carefully... had a great experience!,Positive
It was really very rough!,Negative
I am satisfied with the checkup,Positive
Doctor was highly experienced but the staff did not cooperated with us fully,Neutral
Good,Positive
Extremely satisfied,Positive
" I'll rate 10/10

 amazing experience ",Positive
I have sciliosis but he was unable to identify that. Also it bands issue was not diagnosed.,Negative
Very good dealing,Positive
" Very satisfactory, Dr sb briefed very well. Recommended Dr.",Positive
Will never recommend him to anyone. Please Please do not go to this Doctor. He is self praising psychopath who tell the patients attendant about people died because of the same issue. May God help him realize the nobility of his profession.,Negative
" Best doctor,,,good bahaviour ,,very kindness",Positive
Very nice person.and check very deeply .. thanks for proper checkup,positive
Such a nice i visited Dr. Sajjad Ahmad very nice docotor friendly behav and staff also very nice....,Positive
" There was no sound. Call connected, but doctor was not audible. It disconnected within a minute. When I reconnected, the doctor did not come on ",Negative
Good experience. Well qualified and professional doctor,Positive
She's a very experienced doctor. Listens to the patient and explains in details. Answers all questions,positive
Very disappointed! Your staff is very uncooperative ! We came from very along distance place and by reaching on  hospital we got to know that doctor is not there and she is enjoying weekend wow thats great! Extremely Disappointed!,negative
Such a humble person.he listen to his patients.,positive
Doc behavior was good and cooperative recomended,Positive
pretty normal doctor.,Neutral
" Not really satisfied and helpful to me, that the medicine recommended by the  doctor. I feel dizzy, sleepy and odd thoughts, till 3 days just in single medicine, I quiet the medicine. please all out there give your reviews after using the medicine.",Negative
The doctor gave us quite expensive treatment for a self funded hospital in g9 removal of teeth costs is 1000 on each teeth this doctor is charging 6000 per teeth,Negative
Behavior dr ka bs saahe aur theek tha,Neutral
Overall experience was good except waiting time,neutral
The doctor seemed in a hurry and didnt even recommended any exercise just focused on tablets and cream really dissatisfied. Avoid please,Negative
" Professionaly competent, excellent consultation.",Positive
" He is experienced,wise n humble.",positive
Ok.,Positive
Satisfied,Positive
Doctor did not ask anything directly from patient,positive
Very Bad expeience doctor was not good checkup was short,Negative
Good experience but ECG was not available....,neutral
Poor service,Negative
Prescription not shared yet.,Negative
" Dr Qasim was very polite, a good listener and went into detail in order to diagnose . Allah bless him . Hoping for the better For my mother inshallah ",Positive
took care of my brother. great staff,positive
" Bad please contact call is disconnected 

",Negative
Excellent dr and I am satisfied by checkup and I found him  experienced . He is very honest doctor.,Positive
Good doctor,Positive
" God bless Dr. Sahiba... She is extremely humble and professional.
Thank you ",positive
7:20 ka mera appointment tha but wahan jana k bad b num lena para 2 hours bad mujha bulaya gaya.this is not fair.phr apppointment leny ka faida kia...ji dr ny bht achi trah sy bat ki polite lehja tha.,Negative
Great Professional doctor,positive
Awesome doctor.,positive
Humara visit ok tha.,Neutral
It was great to have check up with the finest doctor,positive
Awesome,Positive
Doctor Ali is just ok.,Neutral
" I visited him at RMI hospital, had to 45 minutes, after he arrived he then told me to visit him personally at his clinic , so i had to leave hospital then travel at his clinic, i had to remove my wisdom teeth which was done neatly. I would him 6/10.",Negative
" A.o.a
Dr naeem sahib ache se apne client ka checkup krte hain. apne patients ko bohat achi tareeqe se treat krte hain.UJH",Positive
Best,Positive
I went to Ali medical and they said they don’t have our appointment with them . I told them about Oladoc they said we don’t have anything with them ( you guys ) so take direct appointments from the hospital directly. So I had to wait for an hour .,Negative
Really good experience. Dr is friendly and listens very carefully,Positive
Not the best experience,Neutral
Great experience,positive
very Kindness Dr anum sb He is so care able about patient,positive
It was good experience with Doctor,positive
Doctor abbas is not a good doctor but his staff is one of the professional staff.,Neutral
" Nice first visit ever, looking forward to meet him again, the staff was courteous and so was Mr. Saqib, thoroughly gave his input and listened to all the fears.",positive
Doctor is expert in his field,Positive
Doctor has clearly diagnosed the disease of my son within some minutes.,positive
Nice nice very good behaviour and very very supportive,Positive
Very helpful and good service,Positive
Doctor is a very kind person i like him,positive
Not qualified person as a doctor,Negative
Amazing doctor,Positive
"  No OPD staff , So no Queue system, Doctor behaviour was good .",neutral
doctor exposure is less,Negative
Good doctor have vast knowledge,positive
Doctor was useless,Negative
Experience was overall good.,Positive
Clinic was not clean,Negative
" Staff was very rude by behavior and by look even he is calling everyone  Yaar "" environment was so dirty staff table was full of dust. And one last thing may be doctor was in hurry he just give me 4-5 mins don't listened properly what I was saying ",Negative
Doctor is not normal.more observer less Interactive/speaks less.Write down 6 digonosis Tests on first meeting.,Negative
Good experience and satisfactory meeting with doctor,Positive
Very experienced and qualified doctor.,positive
Early booking appointment was of no use as I had to wait for more than an hour.Hospital staff didn't even bother looking at the appointment booked through app on the other hand doc checkup was worth a wait,Neutral
I shared some pics with doctors in my medical records but he told me that the pics are not showing in their mobile and also he sent me prescription after the talking of 15 minute  but i couldn't open that due to an unkown error and i called customer care then they helped me,Neutral
" It's nice to meet with doctor and she was very cooperative.
She asked everything from patient and diagnosed with care. ",Positive
he was just average,Neutral
" They said they will call back but never did
",Negative
" Great listener. Knowledgeable 
Satisfied ",positive
doctor muzamil was ok with me,Neutral
Overall experience was good but  still there is no any recovery in patient.... Her bed wetting is still goes on....,positive
Good,Positive
Wonderful,Positive
Had to wait for a long time,Negative
He is great and I'm so comfortable to communicate with him.,positive
" Hi
Chughtai lab team is asking me for discount code, please share the code to continue the report process.
",Negative
boht he bura experience raha phely booking kr leta ha aur phir ap ko call kr kr k bolaty hy jb pounch jao tu doctor hi nahi ata.!!,Negative
"check not very well, to tell the patient problems, alot Blood test give for patients",Negative
Although doctor was on leave but courtesy by detailed investigation over cell phone for more than 10 minutes,Negative
"Didn't explain pros and cons of different insulins!
Prescribed insulin based on how cheap it is.
No proper diagnosis!!! 
0/10 sorry doctor. please we r paying patients give proper diagnosis.",Negative
" Computer system was very slow, hence prolonged wait. Overloaded waiting area no social distancing observed even in placement of chairs.",Negative
good experience,Positive
looking very busy.,Neutral
Dr Amer zohaib very good person Thank you sir.,Positive
Mujha kisi na address send nahi kiya hospital kiya,Negative
" I've seen many good doctors but this lady is from a different planet. She's extremely cooperative, keeps a proper follow up. Explains probs and diagnosis really good. Top of all, extraordinarily sweet behavior with zero ego like most doctors have.",positive
We are very satisfied we are satisfied from his way of treatment He is very professional polite,Positive
Staff behaviour is so bad and oladac nain mujhe 9 bjy ki appointment di thi or mein poorey 9 bjy clinic pohanch gai thi jb k dr sahab k PA nain mujhe kaha k apko 2 hours wait krn parey ga tb apka nmbr ayega i m very dissappoint to hear this but i do,Negative
doctor bs average tha.,Neutral
Dr. Lodhi is very thorough and a pleasure to speak with.,positive
Doctor was very professional!,positive
Amazing experience with him.,positive
Good,positive
Good experience,positive
Doctor na saahe guide nahi kiya,Negative
really is a good Dr,Positive
Doctor badar was average doctor.,Neutral
" Awaited for more than 1 hour,  in the end dr refuse to come at clinic,  very unprofessional behavior.....  
Highly non-recommend... ",Negative
she is a good Doctor.,Positive
Prescription not shared still,Negative
Very cooporative highly recommend,Positive
"Donot recommend
",Negative
Very sad,Negative
Even after coordination could not be tested. Made multiple calls to confirm but once visited IDC mall road  staff told doctor is not available which was astonishing,Negative
Satisfied,positive
" The doctor was very nice, competent and addressed all  questions and concerns in a very professional and friendly manner
",Positive
mera visit bs ok tha,Neutral
Pathetic services were offered to me,Negative
Not good,Negative
Not good experience,Negative
Good experience with Respected Doctor,positive
Not good enough,Negative
Had a great experience with her,Positive
Doctor is highly professional but he was not on time.,Neutral
Did not explain anything,Negative
Good Doctor overall,Positive
his clinic staff and doctor himself was just average.,Neutral
Excellent. Really satisifed with the services renderred.,Positive
Quiet expensive charged 10k for single filling,Negative
Excellent. Very honest suggestion. Very nice person and competent professional.,positive
Doctor is well experienced and his dealing is also very good. He is well known about their job. I will like to visit the doctor next time. He may tried to seated at given time.,positive
I had to wait for more than 1hour. That was a very bad experience,negative
It was great session with Dr. Zulfiqar. Nd he is encyclopedia of medical sciences. I would surely recommend him. He is very sincere to his profession and his patients. Me and my husband(he is diebetic) both have appoiment nd it was very informative.,Positive
Even not listen properly,Negative
Good experience,Positive
He seemed in a hurry. He was not seemed reports and last prescriptiona. He visit during driving,Negative
Excellent as always,Positive
I am unsatisfied by the doctor treatment,Negative
" Doctor was not there, the staff said doctor will came after Iftari.
But my Appointment was 3:00 Pm",Negative
mera experience bs average tha.,Neutral
It was my first experience with dermatologist and yes I'm totally satisfied,positive
doctor visit is been average,Neutral
This was my first time so I won't say much until the follow up checkup on my health issue but it was below normal,Negative
" Great experience with doctor.
Excellent ",positive
" Dr didn't listened to the whole case, nor did she discussed any plans with the patient. ",Negative
Doctor bhool gaya tha clinic pr ana,Negative
" It was a great experience she was so polite and humble , and explained me every thing very well .",Positive
I contact them on their phone no .they said plz send reports via WhatsApp then we will guide you but after 13 hours they did not answer,Negative
Doctor couldn't diagnose exactly what the problem was and she was in a hurry and and hardly gave 2½ minutes maximum. She didn't even listen the whole problem and wrote a prescription without any examination which unfortunately turned the patient situ,Negative
" Very nice experience 
Listened to me thoroughly 
Passionate with her professional ",positive
Thanks oladoc for saving our time .,Positive
I'm satisfied with Doctor.,positive
Doctor's behaviour was good but not the point of Satisfaction. What ever i asked she replied bluntly straight but with out adding the additional precautionary measure to be taken.,Neutral
Satisfied with the checkup and detail discussion ..,positive
Dr is not available,Negative
" Great!
",Positive
Doctor sohaib was just average.,Neutral
Seeks history as max as possible. Good listener.,positive
No call back up from Cugtai Lab,Negative
"he deals his patients in a real professional way. I am getting a lot of help from doctor
",Negative
She is rly humble and kind personality and rly good doctor,positive
I have excellent experience with Dr Ali Raza Jafferi,Positive
Dissatisfied,Negative
" Very Cooperative doctor, great experience ",positive
doctor khan was ok.,Neutral
Clinic is providing all medical services and also have professional doctors but staff is not experienced.,Neutral
"Doctor did not send prescription on her official letter head, just mention few medicines in home use notebook.difficult to know whether real doctor or fake one...",Negative
Great Experience,Positive
hume buhat wait krna para lkin doctor ache thay.,Neutral
" Dr. Lohano gave us sufficient time, checked the patient in detail and shared his experiences. 
A good experience for us overall",positive
Excellent experience live the way she talk and understand my needs and requirements,Positive
I'm Satisfied With Everything ... It Was a Good Experience...,positive
good doctor,Positive
He made me feel comfortable and easy to talk about the matter. He was very experienced,positive
" Dr iffat was not even there, staff had made me wait for more than hour ",Negative
Incomplete process,Negative
Had a good time at clinic but one of his staff member insulted me,Neutral
Great great great experience…,positive
Absolutely excellent. My life is forever changed. Thankyou!,Positive
Our experience was just ok.,Neutral
Dr zoha is very knowledgeable and expert but clinic service very poor even I booked appointment through this app but staff misbehaving that this app doesn't contact with Dr zoha we don't know about this app,neutral
Best in Class Dr. in cosmetique surgery in Lahore.,positive
Recommended doctor,positive
Positive experience,positive
dr inqalab freed ny bhot achi trha sy smjhaya aur un sy baat kr ky myrri bhot si prblms khtm ho gyn thnks dr inqalab freed,Positive
Bad experince with the doctor,Negative
he is a average doctor.,Neutral
staff did not cooperate with us but doctor checked me properly.,Neutral
1 ganta ka bad bhe doctor nahi aye,Negative
my visit was neutral with Doctor hamid.,Neutral
Internet connectivity could be better.,Negative
Dr sb was driving while he attended to the patient and the insights he shared weren't helpful because he didn't spend enough time on the diagnosis.,Negative
Consultation is best with doctor sb,Positive
Good Doctor,Positive
doctor saud was just ok dr.,Neutral
It was my first appointment I can be able to define after 2 to 3 meetings she just ask for tests and I think she didn't check my updated tests . But still I will wait till next meeting.,Negative
najam and team were overall average,Neutral
Great,Positive
Well experienced n humble Doctor. Examined the patient and advised properly. Was very considerate n helpful.,positive
Staff & doctor both were ok.,Neutral
hospital team should respect patient although doctor is so humble and expert.,Neutral
" Dr Memoona treated me very professionally and courteously. I actually visited her because my platelets were dwindling, and I assumed I am suffering from dengue. However, the Doctor diagnosed my disease accurately and provided the perfect panacea for my disease",Positive
Well experience,Positive
Satisfied,Positive
Dr Omar Aftab sahb very nice Doctor I am satisfied.,positive
doctor zeeshan was  a good doctor.,Neutral
Waiting time about 1 hour,Negative
Poor very very poor,Negative
" It was a wonderful experience with sir alamgir Khan.Great Neurosurgeon, great staff and clinic environment ws also great. Overall best experience",Positive
" Dr insist me for the operation. But I don't think it would be beneficial for me. That's why he didn't prescribe medicine for me. 

Secondly, the fee I have paid was 1500 although on application showing 1000rs.",Negative
Did not got what I was looking for,Negative
" It was awesome..
Its impressive..
And helpful",Positive
It was great,Positive
staff was not professional but doctor was very nice.,Neutral
She listens everything very nicely and carefully and understands all the concerns highly recommend,Positive
Patient was not satisfy with this visit,Negative
She is very polite and humble and have friendly dealing.,positive
" I’m thankful from Dr.Bri.(R)Muhammad Ramazan ch therefore his Behavior was very good and Experience has so much top Effective and productive.thank you once again 


",Positive
Not satisfied,Negative
Staff was very cooperative but the doctor did not cooperated with us.,Neutral
" But I m really disappointed about their appointment management, bcoz I wait almost 2hour due to their negligence in waiting list, ",Negative
It was a wonderful experience with the Doctor i am satisfied with the checkup,positive
Doctor was not on time but he gave us extra time.,Neutral
He is just a normal doctor. Average experience.,Neutral
Had to wait a lot.,Negative
" The doctor was condescending and a crook who was ripping me off by asking 300,000 for a vasectomy. Was completely unhelpful and unprofessional ",Negative
visit was ok with Doctor Nazir,Neutral
Medicine is so expensive,Negative
Satisfactory,positive
Wonderful experience,Positive
Dr is  good listener ! Gave solutions to all my problems .,Positive
Had average experience with doctor ishaq,Neutral
Doctor did not checked my reports but staff cooperated with me.,Neutral
Doctor was great,positive
his staff and doctor himself were just average,Neutral
Kaisa aap kaha skta ha yea doctor ha,Negative
Very good doctor with patience,Positive
Doctor & staff wasn't aware of the appointment whereas app was sending appointment confirmations.,Negative
doctor amjad was good but his clinic staff is not good,Neutral
" When I arrived at clinic , Dr was not available.. had to wait 1 hour for another dr, did not inform me",Negative
"They didn’t give me discount of 100 rs what oladoc had told me
",Negative
Very good services,Positive
doctor zubair subhani was average.,Neutral
Did not checked properly. Totally useless,negative
Very knowledgeable and experienced doctor. She listened carefully and diagnosed accurately. Highly recommended.,Positive
Staff charged me more money but doctor gave me proper time.,Neutral
Dr Hashim is the best Doctor ever. He is very kind.,Positive
Doctor isn’t coming.,Negative
Great doctor listens carefully and advised as per requirements,Positive
very expert in his field,positive
Highly recommended,Positive
Doctor arshad shb bs ok doctor hain.,Neutral
Not satisfied,Negative
He is very nice & humble Dr,Positive
" She is one of the great doctor i have met.
Highly recommend without any doubt.",Positive
" Visited Dr. VM Lohano for the first time for my mother, no doubt after reading all the postive reviews i agree with them. It was the best ever experience Dr. VM is super nice, experienced and a very humble Dr. I would highly recommend this.",Positive
Always a good experience,Positive
Excellent,positive
Buhat wait krna para lkin doctor ne properly check kiya.,Neutral
" Very gud doctor and great human being
",positive
" Great session with Doc. Umair, explained evrything very thoroughly..",Positive
Environment was not clean,Negative
Hospitals staff loots the patients,Negative
i am satisfied with doctor,positive
" Did not recieved prescription yet.
",Negative
Worst urologist out there,Negative
